"ad","ilcekn","yil","erkek_nufus","kadin_nufus","toplam_nufus","ad_yil"
"Şişli",1663,2007,153893,160791,314684,"Şişli-2007"
"Şişli",1663,2008,153207,159459,312666,"Şişli-2008"
"Şişli",1663,2009,155191,160867,316058,"Şişli-2009"
"Şişli",1663,2010,156018,161319,317337,"Şişli-2010"
"Şişli",1663,2011,158371,162392,320763,"Şişli-2011"
"Şişli",1663,2012,156054,162163,318217,"Şişli-2012"
"Şişli",1663,2013,134083,140337,274420,"Şişli-2013"
"Şişli",1663,2014,132737,139643,272380,"Şişli-2014"
"Şişli",1663,2015,133722,140295,274017,"Şişli-2015"
"Şişli",1663,2016,133080,139723,272803,"Şişli-2016"
"Şişli",1663,2017,133548,140648,274196,"Şişli-2017"
"Şişli",1663,2018,133500,140789,274289,"Şişli-2018"
"Şişli",1663,2019,136739,143078,279817,"Şişli-2019"
"Şişli",1663,2020,129931,136862,266793,"Şişli-2020"
"Şişli",1663,2021,138611,145683,284294,"Şişli-2021"
"Şişli",1663,2022,128038,135036,263073,"Şişli-2022"
"Şişli",1663,2023,126150,133235,259385,"Şişli-2023"
"Şişli",1663,2024,124263,131434,255697,"Şişli-2024"
"Şişli",1663,2025,126150,133235,259385,"Şişli-2025"
"Şişli",1663,2026,120488,127833,248321,"Şişli-2026"
